title,year,certificate,duration,genre,rating,description,stars,votes
She-Ra and the Princesses of Power,(20182020),TV-Y7,24 min,"Animation, Action, Adventure",8.4,"Force captain Adora wakes up in the Fright Zone alongside her best friend Catra. She's convinced something's wrong, but only Scorpia seems to agree.","['Roy Burdine, ', 'Mandy Clotworthy', '| ', '    Stars:', 'Aimee Carrero, ', 'AJ Michalka, ', 'Lauren Ash, ', 'Dana Davis']","1,097"
She-Ra and the Princesses of Power,(20182020),TV-Y7,24 min,"Animation, Action, Adventure",8.6,"King Micah and Queen Angella are shocked by Adora's story. With time to restore reality running out, Adora turns to Bow and Glimmer for help.","['Jen Bennett', '| ', '    Stars:', 'Aimee Carrero, ', 'Karen Fukuhara, ', 'AJ Michalka, ', 'Marcus Scribner']","1,108"
13 Reasons Why,(20172020),TV-MA,59 min,"Drama, Mystery, Thriller",5.7,"The police question Tyler about the guns, leaving the friends rattled. Winston transfers to Liberty High after getting expelled from Hillcrest.","['Russell Mulcahy', '| ', '    Stars:', 'Dylan Minnette, ', 'Grace Saif, ', 'Christian Navarro, ', 'Alisha Boe']","1,959"
The Protector,(20182020),TV-MA,,"Action, Fantasy, Sci-Fi",7.2,"The Oracle shares an ominous vision, Hakan visits the past, and Zeynep overhears Vizier confronting Rya about the key.","['Umut Aral', '| ', '    Stars:', 'agatay Ulusoy, ', 'Hazar Ergl, ', 'Okan Yalabik, ', 'Funda Eryigit']",376
Black Lightning,(20172021),TV-14,42 min,"Action, Drama, Sci-Fi",7.1,"When Lynn learns that Jefferson brokered a deal with Agent Odell without consulting her first, it begins to put a strain on their relationship; Anissa and Grace have an emotional encounter.","['Benny Boom', '| ', '    Stars:', 'Cress Williams, ', 'China Anne McClain, ', 'Nafessa Williams, ', 'Christine Adams']",424
Black Lightning,(20172021),TV-14,42 min,"Action, Drama, Sci-Fi",7.1,Jefferson faces new challenges due to the shocking state of Freeland; Lynn finds herself under intense pressure as she desperately tries to find a solution to the continuing crisis in Freeland; Anissa continues her work at the clinic.,"['Mary Lou Belli', '| ', '    Stars:', 'Cress Williams, ', 'China Anne McClain, ', 'Nafessa Williams, ', 'Christine Adams']",406
Johnny Test,(20052014),TV-Y7,23 min,"Animation, Action, Adventure",6.5,"Johnny and Dukey want to win a radio station prize, - a trip to Mt. Porkbelly to ski the awesome run ""Behemoth"""". There's a heat wave in Porkbelly and the kids are desperate to swim.""","['Joseph Sherman', '| ', '    Stars:', 'James Arnold Taylor, ', 'Louis Chirillo, ', 'Maryke Hendrikse, ', 'Ashleigh Ball']",30
Dare Me,(20192020),TV-MA,42 min,"Crime, Mystery, Thriller",7.2,Beth asserts her authority by enticing the squad to a wild adult party at the Playland Motel.,"['Marisol Adler', '| ', '    Stars:', 'Willa Fitzgerald, ', 'Herizen F. Guardiola, ', 'Marlo Kelly, ', 'Rob Heaps']",197
Grace and Frankie,(20152022),TV-MA,,Comedy,8.0,"While Frankie tries to adjust to living alone, Grace arranges a family dinner that takes an awkward turn. Robert and Sol plan a honeymoon trip.","['David Warren', '| ', '    Stars:', 'Jane Fonda, ', 'Lily Tomlin, ', 'Sam Waterston, ', 'Martin Sheen']",437
Grace and Frankie,(20152022),TV-MA,,Comedy,7.7,"Frankie's enjoying having two men in her life, but Grace warns her it won't end well. Allison and Sol encourage Bud to get a DNA test.","['Rebecca Asher', '| ', '    Stars:', 'Jane Fonda, ', 'Lily Tomlin, ', 'Sam Waterston, ', 'Martin Sheen']",374
Grace and Frankie,(20152022),TV-MA,,Comedy,8.0,"Grace tries to make amends to Frankie, Sol gives Robert a taste of his own medicine, and Brianna and Barry reached a turning point in the relationship.","['Rebecca Asher', '| ', '    Stars:', 'Jane Fonda, ', 'Lily Tomlin, ', 'Sam Waterston, ', 'Martin Sheen']",367
Love Alarm,(20192021),TV-MA,55 min,"Comedy, Drama, Romance",7.2,"Unlike her friends, Kim Jojo has more pressing things on her mind than dating. Upon returning from abroad, Hwang Sun Oh goes to see Lee Hye Yeong.","['Lee Na-Jeong', '| ', '    Stars:', 'Kim So-Hyun, ', 'Song Kang, ', 'Ga-ram Jung, ', 'Tommy Arciniega']",127
The 100,(20142020),TV-14,42 min,"Drama, Mystery, Sci-Fi",8.4,"Octavia gets to know a whole new world. Meanwhile, Murphy and Emori play make believe.","['Ian Samoil', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","2,286"
The 100,(20142020),TV-14,42 min,"Drama, Mystery, Sci-Fi",7.5,Clarke and her friends find themselves on a planet that is not what it seems.,"['P.J. Pesce', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","1,904"
The 100,(20142020),TV-14,41 min,"Drama, Mystery, Sci-Fi",7.5,"Emori tries to heal Sanctum's old familial wounds while Echo, Octavia and Diyoza struggle with new ones.","['Lindsey Morgan', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","1,905"
The 100,(20142020),TV-14,41 min,"Drama, Mystery, Sci-Fi",9.0,Clarke confronts a new adversary. A surprising connection takes us back to the past and the nuclear apocalypse that destroyed the Earth.,"['Ed Fraiman', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","3,610"
The 100,(20142020),TV-14,41 min,"Drama, Mystery, Sci-Fi",7.7,"Murphy and Indra must defuse a tense situation. Meanwhile, old friends make new allegiances.","['Amyn Kaderali', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","1,855"
The 100,(20142020),TV-14,42 min,"Drama, Mystery, Sci-Fi",8.1,"Sheidheda makes his move. Meanwhile, a Disciple goes rogue.","['Sherwin Shilati', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","1,878"
The 100,(20142020),TV-14,42 min,"Drama, Mystery, Sci-Fi",7.6,Where in the universe is Bellamy Blake?,"['Aprill Winney', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","1,954"
The 100,(20142020),TV-14,42 min,"Drama, Mystery, Sci-Fi",7.6,"It's a new day in Sanctum. Clarke, Octavia, Raven and Echo struggle with a new foe.","['Amanda Row', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","1,772"
The 100,(20142020),TV-14,41 min,"Drama, Mystery, Sci-Fi",4.8,The red sun derails Clarke's plans.,"['Michael Cliett', '| ', '    Stars:', 'Eliza Taylor, ', 'Bob Morley, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan']","4,740"
The 100,(20142020),TV-14,42 min,"Drama, Mystery, Sci-Fi",6.1,Clarke and her friends reckon with all that has happened only to find an unexpected threat looming.,"['Jessica Harmon', '| ', '    Stars:', 'Eliza Taylor, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan, ', 'Richard Harmon']","2,527"
The 100,(20142020),TV-14,42 min,"Drama, Mystery, Sci-Fi",6.4,Clarke and Octavia mount a desperate rescue mission as the Disciples close in on what they want.,"['Ian Samoil', '| ', '    Stars:', 'Eliza Taylor, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan, ', 'Richard Harmon']","2,206"
The 100,(20142020),TV-14,43 min,"Drama, Mystery, Sci-Fi",6.7,"After all the fighting and loss, Clarke and her friends have reached the final battle. But is humanity worthy of something greater.","['Jason Rothenberg', '| ', '    Stars:', 'Eliza Taylor, ', 'Marie Avgeropoulos, ', 'Lindsey Morgan, ', 'Richard Harmon']","3,838"
Lucifer,(20162021),TV-14,56 min,"Crime, Drama, Fantasy",8.4,"After spending an eternity in hell, Lucifer returns to the land of the living - but there's something a little different about this handsome devil.","['Sherwin Shilati', '| ', '    Stars:', 'Tom Ellis, ', 'Lauren German, ', 'Kevin Alejandro, ', 'D.B. Woodside']","3,980"
13 Reasons Why,(20172020),TV-MA,58 min,"Drama, Mystery, Thriller",5.7,"After an incident at school, Clay thinks someone's trying to set him up. Zach and Clay land in hot water during a college tour.","['Russell Mulcahy', '| ', '    Stars:', 'Dylan Minnette, ', 'Grace Saif, ', 'Christian Navarro, ', 'Alisha Boe']","1,743"
The Umbrella Academy,(20192023),TV-14,48 min,"Action, Adventure, Comedy",8.2,"As the sit-in approaches, Allison reconnects with Klaus. The Swedes chase Vanya into a cornfield. Luther makes a distressing discovery.","['Stephen Surjik', '| ', '    Stars:', 'Elliot Page, ', 'Tom Hopper, ', 'David Castaeda, ', 'Emmy Raver-Lampman']","3,869"
Anne with an E,(20172019),TV-PG,44 min,"Drama, Family",8.8,"Ka'kwet travels to school, while Anne embarks on the next phase of her quest.","['Norma Bailey', '| ', '    Stars:', 'Amybeth McNulty, ', 'Geraldine James, ', 'R.H. Thomson, ', 'Dalila Bela']","1,627"
Anne with an E,(20172019),TV-PG,44 min,"Drama, Family",8.9,Matthew and Anne journey to help Ka'kwet.,"['Paul Fox', '| ', '    Stars:', 'Amybeth McNulty, ', 'Geraldine James, ', 'R.H. Thomson, ', 'Dalmar Abuzeid']","1,655"
Dare Me,(20192020),TV-MA,45 min,"Crime, Mystery, Thriller",7.2,"While Addy tries to ensure Colette's secret is safe with Beth, Colette makes a decision about Will.","['Jamie Travis', '| ', '    Stars:', 'Willa Fitzgerald, ', 'Herizen F. Guardiola, ', 'Marlo Kelly, ', 'Rob Heaps']",245
Dare Me,(20192020),TV-MA,42 min,"Crime, Mystery, Thriller",7.0,"As Addy gets closer to Colette, Beth takes drastic action to regain control of the squad.","['Lauren Wolkstein', '| ', '    Stars:', 'Willa Fitzgerald, ', 'Herizen F. Guardiola, ', 'Marlo Kelly, ', 'Rob Heaps']",215
Dare Me,(20192020),TV-MA,41 min,"Crime, Mystery, Thriller",7.9,"The party fallout wreaks havoc on Addy, Beth and Colette's nerves, leading to a shocking accident.","['Olivia Newman', '| ', '    Stars:', 'Willa Fitzgerald, ', 'Herizen F. Guardiola, ', 'Marlo Kelly, ', 'Rob Heaps']",228
Dare Me,(20192020),TV-MA,43 min,"Crime, Mystery, Thriller",7.3,Colette feels the pressure of Regionals looming as a chance encounter leads Will to a dark place.,"['Josephine Decker', '| ', '    Stars:', 'Willa Fitzgerald, ', 'Herizen F. Guardiola, ', 'Marlo Kelly, ', 'Rob Heaps']",182
Dare Me,(20192020),TV-MA,42 min,"Crime, Mystery, Thriller",7.6,"Amid the heat of Regionals, Addy, Beth and Colette decide what matters most, leading to a faceoff.","['Bronwen Hughes', '| ', '    Stars:', 'Willa Fitzgerald, ', 'Herizen F. Guardiola, ', 'Marlo Kelly, ', 'Rob Heaps']",198
Dare Me,(20192020),TV-MA,42 min,"Crime, Mystery, Thriller",7.1,"In the wake of a tragedy, Addy and Colette struggle with a shared secret that threatens them both.","['Justin Tipping', '| ', '    Stars:', 'Willa Fitzgerald, ', 'Herizen F. Guardiola, ', 'Marlo Kelly, ', 'Rob Heaps']",181
Dare Me,(20192020),TV-MA,43 min,"Crime, Mystery, Thriller",7.4,"As tragic news spreads through town, Colette ices Addy out and Beth starts asking questions.","['Megan Griffiths', '| ', '    Stars:', 'Willa Fitzgerald, ', 'Herizen F. Guardiola, ', 'Marlo Kelly, ', 'Rob Heaps']",167
Dare Me,(20192020),TV-MA,42 min,"Crime, Mystery, Thriller",7.3,"Addy and Colette feel the heat; Beth's digging begins to pay off, leading to revelations.","['Jamie Travis', '| ', '    Stars:', 'Willa Fitzgerald, ', 'Herizen F. Guardiola, ', 'Marlo Kelly, ', 'Rob Heaps']",183
Love Alarm,(20192021),TV-MA,50 min,"Comedy, Drama, Romance",7.8,Sun Oh wants to know whether Hye Yeong has feelings for Jojo and tells him what he did. Jang Il Sik gets into a fight with Sun Oh and Hye Yeong.,"['Lee Na-Jeong', '| ', '    Stars:', 'Kim So-Hyun, ', 'Song Kang, ', 'Ga-ram Jung, ', 'Tommy Arciniega']",103
Love Alarm,(20192021),TV-MA,49 min,"Comedy, Drama, Romance",8.3,"Jojo confronts Sun Oh about the photos. As rumors spread at school, Jang Go gets mad at Jojo for lying. Il Sik confronts Jang Go about what she did.","['Lee Na-Jeong', '| ', '    Stars:', 'Kim So-Hyun, ', 'Song Kang, ', 'Ga-ram Jung, ', 'Tommy Arciniega']",98
